,id,listing_url,last_scraped,source,name,description,neighborhood_overview,picture_url,picture_url,host_id,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,bathrooms_text,amenities,price,has_availability,calendar_last_scraped,first_review,last_review,accommodates,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
17251,645659504939063308,https://www.airbnb.com/rooms/645659504939063308,2023-03-30,city scrape,COMODA HABITACIÓN PRIVADA EN CASONA ROMA NORTE 02,"This place is extraordinary for living a unique experience in Mexico City. A small palace from 1911 welcomes you with its architectural beauty. Just restored a few years ago... this house ofers you lots of magical spots to hang out or work. The vintage funiture and artpieces tell stories that you will hardly find in any other lodging... don't miss it!<br /><br /><b>The space</b><br />The house has a very large living room, very confortable for reading or chilling. During the night you can watch movies in our huge screen as if you were in a cinema. There's tall steps to go to the kitchen and dining room and a metalic spiral staircase to go to the bedrooms. <br /><br />At your arrival you will find a table with the info of Wi-Fi.<br /><br /><b>Guest access</b><br />The common areas in the house such as living room, dining room and kitchen are shared with your hosts, but don't worry, we will always try to give you your space. The bedroom is totally private and no one will enter without yo","The house is located in one of the hipest and trendiest colonias fd the city: Roma Norte. You will find tons of restaurants, bars, galleries and parks to hang out ans have fun or just chill. Check out our guide of recomendations!<br />The area is very safe, you can walk during day and night with no problem. The police is always around.<br /><br />The people in the colonia is working people and very good neighbors. Always kind and respectful.",https://a0.muscache.com/pictures/miso/Hosting-645659504939063308/original/37ee681c-9580-49b0-b7f9-0f521a4486cd.jpeg,https://a0.muscache.com/pictures/miso/Hosting-645659504939063308/original/37ee681c-9580-49b0-b7f9-0f521a4486cd.jpeg,463433619,463433619,https://www.airbnb.com/users/show/463433619,Rodrigo,2022-06-09,DESCONOCIDO,DESCONOCIDO,within an hour,100%,82%,f,https://a0.muscache.com/im/pictures/user/a2ac59a6-bba2-4a2f-9f7e-a3327c70a073.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a2ac59a6-bba2-4a2f-9f7e-a3327c70a073.jpg?aki_policy=profile_x_medium,DESCONOCIDO,"['email', 'phone']",t,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.41896,-99.15701,Private room,Private room,1 private bath,"[""Ethernet connection"", ""Smoke alarm"", ""Hot water kettle"", ""Conditioner"", ""Long term stays allowed"", ""Wine glasses"", ""Cleaning products"", ""Dining table"", ""Coffee"", ""Host greets you"", ""Essentials"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Oven"", ""Coffee maker: espresso machine, french press"", ""Microwave"", ""Hot water"", ""Shampoo"", ""Lock on bedroom door"", ""TV"", ""Cooking basics"", ""Drying rack for clothing"", ""Refrigerator"", ""Hangers"", ""Room-darkening shades"", ""Fire extinguisher"", ""Kitchen"", ""Blender"", ""Smoking allowed"", ""First aid kit"", ""Freezer"", ""Fast wifi \u2013 52 Mbps"", ""Books and reading material"", ""Bed linens"", ""Gas stove"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Bathtub"", ""Body soap"", ""Clothing storage: wardrobe""]","$1,800.00",t,2023-03-30,2022-07-18,2022-07-18,2,1,365,1.0,1.0,365.0,365.0,1.0,365.0,0,0,0,272,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,1,2,0,0.12
17303,646308155067655975,https://www.airbnb.com/rooms/646308155067655975,2023-03-29,city scrape,Habitación Doble Privada cerca a Alameda Central,"Kali Centro is located in the center of Mexico City, a few blocks from the Palacio de Bellas Artes, its 52 comfortable and renovated rooms combine modernity, design and security to offer you a perfect stay.<br />Discover local treasures from this modern accommodation.<br /><br /><b>Other things to note</b><br />Private bathroom in each room, Wi-Fi service and free parking.<br />Breakfast included.",DESCONOCIDO,https://a0.muscache.com/pictures/miso/Hosting-646308155067655975/original/58c5e67a-2d68-4d85-b316-ae66a7cd59cd.jpeg,https://a0.muscache.com/pictures/miso/Hosting-646308155067655975/original/58c5e67a-2d68-4d85-b316-ae66a7cd59cd.jpeg,227035886,227035886,https://www.airbnb.com/users/show/227035886,Kali,2018-11-22,"Mexico City, Mexico",DESCONOCIDO,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/b604212a-8838-4de4-ab28-e80a055c25a5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b604212a-8838-4de4-ab28-e80a055c25a5.jpg?aki_policy=profile_x_medium,Colonia Centro,"['email', 'phone', 'work_email']",t,t,DESCONOCIDO,Cuauhtémoc,19.4282265,-99.1462855,Room in hotel,Private room,1 private bath,"[""50\"" HDTV with Roku"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Coffee"", ""Security cameras on property"", ""Dedicated workspace"", ""Essentials"", ""Breakfast"", ""Iron"", ""Safe"", ""Crib - available upon request"", ""Hot water"", ""Lock on bedroom door"", ""Air conditioning"", ""Free parking on premises"", ""Hair dryer"", ""Elevator"", ""Heating"", ""Cleaning available during stay"", ""Hangers"", ""Fire extinguisher"", ""First aid kit"", ""Shared gym in building"", ""Building staff"", ""Self check-in"", ""Coffee maker"", ""Wifi"", ""Shampoo""]","$1,052.00",t,2023-03-29,2022-06-28,2022-11-07,4,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,54,83,358,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,29,0,29,0,0.33
17315,646434654671706161,https://www.airbnb.com/rooms/646434654671706161,2023-03-29,city scrape,Habitación Doble Privada cerca a Alameda Central,"Kali Centro is located in the center of Mexico City, a few blocks from the Palacio de Bellas Artes, its 52 comfortable and renovated rooms combine modernity, design and security to offer you a perfect stay.<br />Discover local treasures from this modern accommodation.<br /><br /><b>Other things to note</b><br />Private bathroom in each room, Wi-Fi service and free parking.<br />Breakfast included.",DESCONOCIDO,https://a0.muscache.com/pictures/miso/Hosting-646434654671706161/original/6193dd02-36b4-4499-b883-d117c8b0604f.jpeg,https://a0.muscache.com/pictures/miso/Hosting-646434654671706161/original/6193dd02-36b4-4499-b883-d117c8b0604f.jpeg,227035886,227035886,https://www.airbnb.com/users/show/227035886,Kali,2018-11-22,"Mexico City, Mexico",DESCONOCIDO,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/b604212a-8838-4de4-ab28-e80a055c25a5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b604212a-8838-4de4-ab28-e80a055c25a5.jpg?aki_policy=profile_x_medium,Colonia Centro,"['email', 'phone', 'work_email']",t,t,DESCONOCIDO,Cuauhtémoc,19.4282265,-99.1462855,Room in hotel,Private room,1 private bath,"[""50\"" HDTV with Roku"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Coffee"", ""Security cameras on property"", ""Dedicated workspace"", ""Essentials"", ""Breakfast"", ""Iron"", ""Safe"", ""Crib - available upon request"", ""Hot water"", ""Lock on bedroom door"", ""Air conditioning"", ""Free parking on premises"", ""Hair dryer"", ""Elevator"", ""Heating"", ""Cleaning available during stay"", ""Hangers"", ""Fire extinguisher"", ""First aid kit"", ""Shared gym in building"", ""Building staff"", ""Self check-in"", ""Coffee maker"", ""Wifi"", ""Shampoo""]","$1,052.00",t,2023-03-29,2022-10-29,2022-11-20,4,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,54,83,358,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,29,0,29,0,0.39
17381,649890638956759116,https://www.airbnb.com/rooms/649890638956759116,2023-03-29,city scrape,Habitación Doble Privada cerca a Alameda Central,"Kali Centro is located in the center of Mexico City, a few blocks from the Palacio de Bellas Artes, its 52 comfortable and renovated rooms combine modernity, design and security to offer you a perfect stay.<br />Discover local treasures from this modern accommodation.<br /><br /><b>Other things to note</b><br />Private bathroom in each room, Wi-Fi service and free parking.<br />Breakfast included.",DESCONOCIDO,https://a0.muscache.com/pictures/miso/Hosting-649890638956759116/original/91817ede-7038-461e-8a01-eeff42cf1e65.jpeg,https://a0.muscache.com/pictures/miso/Hosting-649890638956759116/original/91817ede-7038-461e-8a01-eeff42cf1e65.jpeg,227035886,227035886,https://www.airbnb.com/users/show/227035886,Kali,2018-11-22,"Mexico City, Mexico",DESCONOCIDO,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/b604212a-8838-4de4-ab28-e80a055c25a5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b604212a-8838-4de4-ab28-e80a055c25a5.jpg?aki_policy=profile_x_medium,Colonia Centro,"['email', 'phone', 'work_email']",t,t,DESCONOCIDO,Cuauhtémoc,19.4282265,-99.1462855,Room in hotel,Private room,1 private bath,"[""50\"" HDTV with Roku"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Coffee"", ""Security cameras on property"", ""Dedicated workspace"", ""Essentials"", ""Breakfast"", ""Iron"", ""Safe"", ""Crib - available upon request"", ""Hot water"", ""Lock on bedroom door"", ""Air conditioning"", ""Free parking on premises"", ""Hair dryer"", ""Elevator"", ""Heating"", ""Cleaning available during stay"", ""Hangers"", ""Fire extinguisher"", ""First aid kit"", ""Shared gym in building"", ""Building staff"", ""Self check-in"", ""Coffee maker"", ""Wifi"", ""Shampoo""]","$1,052.00",t,2023-03-29,2022-06-25,2022-11-19,4,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,54,83,358,4,4,0,4.75,5.0,5.0,5.0,5.0,5.0,5.0,29,0,29,0,0.43
17387,649916208422839463,https://www.airbnb.com/rooms/649916208422839463,2023-03-29,city scrape,Habitación Doble Privada cerca a Alameda Central,"Kali Centro is located in the center of Mexico City, a few blocks from the Palacio de Bellas Artes, its 52 comfortable and renovated rooms combine modernity, design and security to offer you a perfect stay.<br />Discover local treasures from this modern accommodation.<br /><br /><b>Other things to note</b><br />Private bathroom in each room, Wi-Fi service and free parking.<br />Breakfast included.",DESCONOCIDO,https://a0.muscache.com/pictures/miso/Hosting-649916208422839463/original/ac5fb8f1-64ea-400a-ab10-e697141227ad.jpeg,https://a0.muscache.com/pictures/miso/Hosting-649916208422839463/original/ac5fb8f1-64ea-400a-ab10-e697141227ad.jpeg,227035886,227035886,https://www.airbnb.com/users/show/227035886,Kali,2018-11-22,"Mexico City, Mexico",DESCONOCIDO,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/b604212a-8838-4de4-ab28-e80a055c25a5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b604212a-8838-4de4-ab28-e80a055c25a5.jpg?aki_policy=profile_x_medium,Colonia Centro,"['email', 'phone', 'work_email']",t,t,DESCONOCIDO,Cuauhtémoc,19.4282265,-99.1462855,Room in hotel,Private room,1 private bath,"[""50\"" HDTV with Roku"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Coffee"", ""Security cameras on property"", ""Dedicated workspace"", ""Essentials"", ""Breakfast"", ""Iron"", ""Safe"", ""Crib - available upon request"", ""Hot water"", ""Lock on bedroom door"", ""Air conditioning"", ""Free parking on premises"", ""Hair dryer"", ""Elevator"", ""Heating"", ""Cleaning available during stay"", ""Hangers"", ""Fire extinguisher"", ""First aid kit"", ""Shared gym in building"", ""Building staff"", ""Self check-in"", ""Coffee maker"", ""Wifi"", ""Shampoo""]","$1,052.00",t,2023-03-29,2022-06-18,2022-11-05,4,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,54,83,358,0,0,0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,29,0,29,0,1.7
17413,648674569085241643,https://www.airbnb.com/rooms/648674569085241643,2023-03-30,city scrape,206 Frente a Liverpool Polanco SANITIZADO PRO 11m2,"Disfruta del fácil acceso a tiendas, museos y restaurantes populares desde este encantador lugar para hospedarte.<br />Lugar tranquilo y seguro para caminar cerca de muchas embajadas.",DESCONOCIDO,https://a0.muscache.com/pictures/dc2a5e61-e1f8-4291-b898-37a9d1ef6103.jpg,https://a0.muscache.com/pictures/dc2a5e61-e1f8-4291-b898-37a9d1ef6103.jpg,65155381,65155381,https://www.airbnb.com/users/show/65155381,Luis Leonel,2016-03-31,"Mexico City, Mexico","Somos una empresa  orientada al servicio y la hospitalidad,  sientete agusto y bienvenido en un ambiente respetuoso de la forma de ser de cada quien.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/4378768a-0686-4e56-854a-d17dd2ecccd7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4378768a-0686-4e56-854a-d17dd2ecccd7.jpg?aki_policy=profile_x_medium,Chapultepec Morales,"['email', 'phone']",t,t,DESCONOCIDO,Miguel Hidalgo,19.43475,-99.18085,Room in hotel,Private room,1 private bath,"[""Luggage dropoff allowed"", ""Long term stays allowed"", ""Laundromat nearby"", ""Security cameras on property"", ""Essentials"", ""Extra pillows and blankets"", ""Iron"", ""Hot water"", ""Keypad"", ""Lock on bedroom door"", ""Pocket wifi"", ""Elevator"", ""Paid parking on premises"", ""Portable fans"", ""Hangers"", ""Clothing storage"", ""Fire extinguisher"", ""Self check-in"", ""Bed linens"", ""Private entrance"", ""Wifi"", ""Paid parking off premises""]",$487.00,t,2023-03-30,2022-06-17,2023-03-15,2,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,26,56,86,361,43,43,3,4.6,4.7,4.77,4.81,4.79,4.86,4.7,30,16,14,0,4.49
17442,649114581486028905,https://www.airbnb.com/rooms/649114581486028905,2023-03-29,city scrape,Habitación Privada cercana a Alameda Central,"Kali Centro is located in the center of Mexico City, a few blocks from the Palacio de Bellas Artes, its 52 comfortable and renovated rooms combine modernity, design and security to offer you a perfect stay.<br />Discover local treasures from this modern accommodation.<br /><br /><b>Other things to note</b><br />Private bathroom in each room, Wi-Fi service and free parking.<br />Breakfast included.",DESCONOCIDO,https://a0.muscache.com/pictures/miso/Hosting-649114581486028905/original/f91868f3-c992-469b-8be4-2b8f3ffd7d24.jpeg,https://a0.muscache.com/pictures/miso/Hosting-649114581486028905/original/f91868f3-c992-469b-8be4-2b8f3ffd7d24.jpeg,227035886,227035886,https://www.airbnb.com/users/show/227035886,Kali,2018-11-22,"Mexico City, Mexico",DESCONOCIDO,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/b604212a-8838-4de4-ab28-e80a055c25a5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b604212a-8838-4de4-ab28-e80a055c25a5.jpg?aki_policy=profile_x_medium,Colonia Centro,"['email', 'phone', 'work_email']",t,t,DESCONOCIDO,Cuauhtémoc,19.4282265,-99.1462855,Room in hotel,Private room,1 private bath,"[""50\"" HDTV with Roku"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Coffee"", ""Security cameras on property"", ""Crib"", ""Dedicated workspace"", ""Essentials"", ""Breakfast"", ""Iron"", ""Safe"", ""Hot water"", ""Lock on bedroom door"", ""Air conditioning"", ""Free parking on premises"", ""Hair dryer"", ""Elevator"", ""Heating"", ""Cleaning available during stay"", ""Hangers"", ""Fire extinguisher"", ""First aid kit"", ""Shared gym in building"", ""Building staff"", ""Self check-in"", ""Coffee maker"", ""Wifi"", ""Shampoo""]",$898.00,t,2023-03-29,2022-06-21,2023-03-14,2,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,18,48,78,353,22,22,2,4.95,5.0,5.0,4.95,4.95,4.82,4.91,29,0,29,0,2.34
17450,649194774969644347,https://www.airbnb.com/rooms/649194774969644347,2023-03-29,city scrape,Habitación Doble Privada cerca a Alameda Central,"Kali Centro is located in the center of Mexico City, a few blocks from the Palacio de Bellas Artes, its 52 comfortable and renovated rooms combine modernity, design and security to offer you a perfect stay.<br />Discover local treasures from this modern accommodation.<br /><br /><b>Other things to note</b><br />Private bathroom in each room, Wi-Fi service and free parking.<br />Breakfast included.",DESCONOCIDO,https://a0.muscache.com/pictures/miso/Hosting-649194774969644347/original/3cb444d9-5c7e-4a79-92b9-0bd37734ae0e.jpeg,https://a0.muscache.com/pictures/miso/Hosting-649194774969644347/original/3cb444d9-5c7e-4a79-92b9-0bd37734ae0e.jpeg,227035886,227035886,https://www.airbnb.com/users/show/227035886,Kali,2018-11-22,"Mexico City, Mexico",DESCONOCIDO,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/b604212a-8838-4de4-ab28-e80a055c25a5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b604212a-8838-4de4-ab28-e80a055c25a5.jpg?aki_policy=profile_x_medium,Colonia Centro,"['email', 'phone', 'work_email']",t,t,DESCONOCIDO,Cuauhtémoc,19.4282265,-99.1462855,Room in hotel,Private room,1 private bath,"[""50\"" HDTV with Roku"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Coffee"", ""Security cameras on property"", ""Dedicated workspace"", ""Essentials"", ""Breakfast"", ""Iron"", ""Safe"", ""Crib - available upon request"", ""Hot water"", ""Lock on bedroom door"", ""Air conditioning"", ""Free parking on premises"", ""Hair dryer"", ""Elevator"", ""Heating"", ""Cleaning available during stay"", ""Hangers"", ""Fire extinguisher"", ""First aid kit"", ""Shared gym in building"", ""Building staff"", ""Self check-in"", ""Coffee maker"", ""Wifi"", ""Shampoo""]","$1,052.00",t,2023-03-29,2022-06-25,2022-10-29,4,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,54,83,358,6,6,0,5.0,4.83,5.0,5.0,5.0,4.83,5.0,29,0,29,0,0.65
17532,651456555760604627,https://www.airbnb.com/rooms/651456555760604627,2023-03-30,city scrape,210 frente a Liverpool Polanco SANITIZADO PRO 11m2,"Disfruta del fácil acceso a tiendas y restaurantes populares desde este encantador lugar para hospedarte.<br />Goza de una de las mejores zonas de la ciudad, seguridad limpieza y glamour de Polanco <br />Restaurantes, museos y tiendas de moda siempre rodeado de gente bonita.",DESCONOCIDO,https://a0.muscache.com/pictures/dc2a5e61-e1f8-4291-b898-37a9d1ef6103.jpg,https://a0.muscache.com/pictures/dc2a5e61-e1f8-4291-b898-37a9d1ef6103.jpg,65155381,65155381,https://www.airbnb.com/users/show/65155381,Luis Leonel,2016-03-31,"Mexico City, Mexico","Somos una empresa  orientada al servicio y la hospitalidad,  sientete agusto y bienvenido en un ambiente respetuoso de la forma de ser de cada quien.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/4378768a-0686-4e56-854a-d17dd2ecccd7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4378768a-0686-4e56-854a-d17dd2ecccd7.jpg?aki_policy=profile_x_medium,Chapultepec Morales,"['email', 'phone']",t,t,DESCONOCIDO,Miguel Hidalgo,19.43498,-99.18205,Room in hotel,Private room,1 private bath,"[""Luggage dropoff allowed"", ""Long term stays allowed"", ""Laundromat nearby"", ""Security cameras on property"", ""Dedicated workspace"", ""Essentials"", ""Extra pillows and blankets"", ""Iron"", ""Hot water"", ""Keypad"", ""Lock on bedroom door"", ""Pocket wifi"", ""Elevator"", ""Paid parking on premises"", ""Portable fans"", ""Hangers"", ""Clothing storage"", ""Fire extinguisher"", ""Self check-in"", ""Bed linens"", ""Private entrance"", ""Wifi"", ""Paid parking off premises""]",$486.00,t,2023-03-30,2022-06-19,2023-03-16,2,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,26,56,86,361,55,55,4,4.55,4.73,4.71,4.8,4.73,4.89,4.64,30,16,14,0,5.79
17908,669554371042473608,https://www.airbnb.com/rooms/669554371042473608,2023-03-30,city scrape,Best Location at Mexico City Hotel.Col. Juarez,DESCONOCIDO,"Juarez is the best location in the city. Nearby all the main activities in Mexico City. Walking distance to Paseo de la Reforma the most important and vibrant Avenue. The neighbour is full of restaurants, galleries, shops.",https://a0.muscache.com/pictures/miso/Hosting-669554371042473608/original/eece0c88-5426-41b4-8aa4-98bd430c3a78.jpeg,https://a0.muscache.com/pictures/miso/Hosting-669554371042473608/original/eece0c88-5426-41b4-8aa4-98bd430c3a78.jpeg,468867403,468867403,https://www.airbnb.com/users/show/468867403,Posada,2022-07-11,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,100%,f,https://a0.muscache.com/im/pictures/user/90b0940c-d5be-40da-ac48-69dc1f0ec411.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/90b0940c-d5be-40da-ac48-69dc1f0ec411.jpg?aki_policy=profile_x_medium,DESCONOCIDO,"['email', 'phone', 'work_email']",t,f,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.4260624,-99.1576801,Room in hotel,Private room,1 private bath,"[""Smoke alarm"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Cleaning products"", ""Laundromat nearby"", ""Crib"", ""Essentials"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Iron"", ""Safe"", ""Hot water"", ""Shampoo"", ""Lock on bedroom door"", ""TV"", ""Free parking on premises"", ""Hair dryer"", ""Elevator"", ""Shared backyard"", ""Portable fans"", ""Hangers"", ""Room-darkening shades"", ""Fire extinguisher"", ""First aid kit"", ""Building staff"", ""Self check-in"", ""Bed linens"", ""Private patio or balcony"", ""Wifi"", ""Clothing storage: closet"", ""City skyline view""]",$976.00,t,2023-03-30,2022-07-19,2022-08-10,2,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,82,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,14,0,14,0,0.24
17914,669598945830229104,https://www.airbnb.com/rooms/669598945830229104,2023-03-29,city scrape,"Hermosa suite, cerca del WTC","Te encantará  esta confortable suite, que te hará sentir en tu hogar aunque estes lejos de casa",DESCONOCIDO,https://a0.muscache.com/pictures/miso/Hosting-669598945830229104/original/5c7731c0-ca77-46d3-9c8d-677b1bc99a6c.jpeg,https://a0.muscache.com/pictures/miso/Hosting-669598945830229104/original/5c7731c0-ca77-46d3-9c8d-677b1bc99a6c.jpeg,469125556,469125556,https://www.airbnb.com/users/show/469125556,Carenne,2022-07-12,DESCONOCIDO,DESCONOCIDO,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/99892ded-e1cf-422c-88bb-98dd77079bd9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/99892ded-e1cf-422c-88bb-98dd77079bd9.jpg?aki_policy=profile_x_medium,DESCONOCIDO,"['email', 'phone']",t,f,DESCONOCIDO,Benito Juárez,19.39114,-99.17944,Room in hotel,Private room,1 private bath,"[""Stainless steel oven"", ""Smoke alarm"", ""Long term stays allowed"", ""Wine glasses"", ""Toaster"", ""Laundromat nearby"", ""Security cameras on property"", ""Essentials"", ""Breakfast"", ""Iron"", ""Safe"", ""Crib - available upon request"", ""Microwave"", ""Hot water"", ""Lock on bedroom door"", ""TV"", ""Free parking on premises"", ""Hair dryer"", ""Cooking basics"", ""Elevator"", ""Refrigerator"", ""Free dryer \u2013 In building"", ""Hangers"", ""Fire extinguisher"", ""Kitchen"", ""Blender"", ""First aid kit"", ""Shared gym in building"", ""Freezer"", ""Coffee maker: drip coffee maker"", ""Bed linens"", ""Wifi"", ""Free washer \u2013 In building"", ""Pets allowed"", ""Propia body soap"", ""Dishes and silverware"", ""Stainless steel gas stove"", ""Clothing storage: closet"", ""Exercise equipment"", ""Carbon monoxide alarm"", ""Propia shampoo""]","$1,560.00",t,2023-03-29,2023-02-25,2023-03-11,4,1,365,1.0,1.0,365.0,365.0,1.0,365.0,30,60,90,362,2,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,0,2,0,1.82
17972,670191992955788190,https://www.airbnb.com/rooms/670191992955788190,2023-03-29,city scrape,Comfortable & affordable room with private Jacuzzi,"Comfortable and economical room with private bathroom, you can find a King size bed inside the room to be comfortable, ideal for two people, thanks to our great location you will be close to everything you need and a few minutes by car from places of common interest and large avenues that will facilitate mobility throughout the city in case you come by car, in addition to that, we have free parking for greater comfort throughout your stay.<br /><br /><b>The space</b><br />Inside the private room you will find:<br />-1 King size bed for the greatest comfort<br />-Completely private bathroom<br />-Amenities included throughout your stay<br />-Daily cleaning in case your stay is long<br />-Electronic lock<br />-Reception available 24 hours a day (Check in and Check out hours established in the house rules)<br />-Restaurant<br />-Parking lot<br />-Elevator<br />-Wifi<br />-TV<br />During your trip, we recommend you stop at several attractions near the hotel, such as the Parque Delta shoppi","A very comfortable area of ​​CDMX to be able to transport you in different ways wherever you go and for whatever reason you are visiting, the location will surely help you a lot to move around CDMX",https://a0.muscache.com/pictures/miso/Hosting-670191992955788190/original/2fc20743-92ff-4665-bdb6-6638b36ef32c.jpeg,https://a0.muscache.com/pictures/miso/Hosting-670191992955788190/original/2fc20743-92ff-4665-bdb6-6638b36ef32c.jpeg,387957519,387957519,https://www.airbnb.com/users/show/387957519,Alejandro,2021-02-09,DESCONOCIDO,"Soy un anfitrión alegre y amable, siempre tengo todo perfecto para que mis huéspedes estén felices ",within an hour,97%,100%,f,https://a0.muscache.com/im/pictures/user/fa19d6c8-90ec-48ee-ab73-c28c5d9d90b0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fa19d6c8-90ec-48ee-ab73-c28c5d9d90b0.jpg?aki_policy=profile_x_medium,DESCONOCIDO,"['email', 'phone']",t,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.409505,-99.1390206,Room in hotel,Private room,1 private bath,"[""Smoke alarm"", ""Luggage dropoff allowed"", ""Conditioner"", ""Long term stays allowed"", ""Security cameras on property"", ""Dedicated workspace"", ""Essentials"", ""Extra pillows and blankets"", ""Private hot tub - available all year, open 24 hours"", ""Hot water"", ""Shampoo"", ""Lock on bedroom door"", ""TV"", ""Free parking on premises"", ""Hair dryer"", ""Elevator"", ""Cleaning available during stay"", ""Shower gel"", ""Hangers"", ""Clothing storage"", ""Room-darkening shades"", ""Fire extinguisher"", ""First aid kit"", ""Building staff"", ""Self check-in"", ""Bed linens"", ""Wifi"", ""Body soap"", ""Window guards""]","$1,100.00",t,2023-03-29,2022-08-01,2023-03-19,2,1,365,1.0,1.0,365.0,365.0,1.0,365.0,30,60,90,364,51,51,2,4.51,4.71,4.67,4.75,4.47,4.51,4.61,9,0,9,0,6.35
